Periodo;Semana;Código;Ubicación;Genética;Estado;Dia Proceso;Fecha Evento;Partos;Entrada;Grupo
202511;48;C7276;LDC;SUPERCERDA;S;94;29/08/2025;4;19/01/2024;35
202511;48;C7278;LDC;1050;S;98;25/08/2025;4;02/01/2024;35
202511;48;C7281;LDC;1050;S;66;26/09/2025;4;19/01/2024;39
202511;48;C7283;LDC;SUPERCERDA;S;84;08/09/2025;4;01/02/2024;37
202511;48;C7287;LDC;1050;S;71;21/09/2025;4;21/02/2024;39
202511;48;C7288;LDC;1050;S;63;29/09/2025;4;06/03/2024;40
202511;48;C7291;LDC;1050;S;105;18/08/2025;4;02/01/2024;34
202511;48;C7292;LDC;SUPERCERDA;S;69;23/09/2025;4;19/01/2024;39
202511;48;C7294;LDC;1050;S;105;18/08/2025;4;19/01/2024;34
202511;48;C7295;LDC;1050;S;76;16/09/2025;4;01/02/2024;38
202511;48;C7297;LDC;SUPERCERDA;S;93;30/08/2025;4;19/01/2024;35
202511;48;C7300;LDC;1050;S;97;26/08/2025;4;19/01/2024;35
202511;48;C7302;LDC;SUPERCERDA;S;108;15/08/2025;4;19/01/2024;33
202511;48;C7304;LDC;1050;S;90;02/09/2025;4;01/02/2024;36
202511;48;C7306;LDC;1050;S;69;23/09/2025;4;21/02/2024;39
202511;48;C7307;LDC;1050;S;105;18/08/2025;4;19/01/2024;34
202511;48;C7313;LDC;1050;S;73;19/09/2025;4;21/02/2024;38
202511;48;C7318;LDC;1050;S;94;29/08/2025;4;01/02/2024;35
202511;48;C7322;ML;SUPERCERDA;S;59;03/10/2025;4;01/02/2024;40
202511;48;C7323;LDC;1050;S;25;06/11/2025;4;22/03/2024;45
202511;48;C7330;LDC;1050;S;61;01/10/2025;4;01/02/2024;40
202511;48;C7332;LDC;SUPERCERDA;S;65;27/09/2025;4;06/03/2024;39
202511;48;C7335;LDC;1050;S;73;19/09/2025;4;21/02/2024;38
202511;48;C7337;LDC;SUPERCERDA;S;39;23/10/2025;4;21/02/2024;43
202511;48;C7339;LDC;1050;S;69;23/09/2025;4;21/02/2024;39
202511;48;C7341;LDC;1050;S;66;26/09/2025;4;21/02/2024;39
202511;48;C7342;LDC;1050;S;90;02/09/2025;4;01/02/2024;36
202511;48;C7343;LDC;1050;S;44;18/10/2025;4;06/03/2024;42
202511;48;C7346;LDC;SUPERCERDA;S;69;23/09/2025;4;21/02/2024;39
202511;48;C7349;LDC;1050;S;76;16/09/2025;4;21/02/2024;38
202511;48;C7350;LDC;1050;S;28;03/11/2025;4;06/03/2024;45
202511;48;C7352;LDC;1050;S;44;18/10/2025;4;06/03/2024;42
202511;48;C7354;LDC;1050;S;34;28/10/2025;4;06/03/2024;44
202511;48;C7357;LDC;1050;S;82;10/09/2025;4;01/02/2024;37
202511;48;C7359;LDC;1050;S;7;24/11/2025;4;20/03/2024;48
202511;48;C7363;LDC;1050;S;77;15/09/2025;4;21/02/2024;38
202511;48;C7366;LDC;1050;S;56;06/10/2025;4;06/03/2024;41
202511;48;C7368;LDC;SUPERCERDA;S;42;20/10/2025;4;22/03/2024;43
202511;48;C7373;LDC;SUPERCERDA;S;49;13/10/2025;4;06/03/2024;42
202511;48;C7376;LDC;1050;S;66;26/09/2025;4;06/03/2024;39
202511;48;C7377;LDC;SUPERCERDA;S;45;17/10/2025;4;06/03/2024;42
202511;48;C7379;LDC;1050;S;53;09/10/2025;4;21/02/2024;41
202511;48;C7383;LDC;1050;S;74;18/09/2025;4;01/02/2024;38
202511;48;C7386;LDC;SUPERCERDA;S;57;05/10/2025;4;06/03/2024;41
202511;48;C7388;LDC;SUPERCERDA;S;62;30/09/2025;4;06/03/2024;40
202511;48;C7389;LDC;1050;S;38;24/10/2025;4;20/03/2024;43
202511;48;C7390;LDC;SUPERCERDA;S;62;30/09/2025;4;06/03/2024;40
202511;48;C7393;LDC;1050;S;34;28/10/2025;4;06/03/2024;44
202511;48;C7395;LDC;1050;S;59;03/10/2025;4;06/03/2024;40
202511;48;C7399;LDC;1050;S;56;06/10/2025;4;21/02/2024;41
202511;48;C7400;LDC;1050;S;70;22/09/2025;4;21/02/2024;39
202511;48;C7402;LDC;1050;S;72;20/09/2025;4;21/02/2024;38
202511;48;C7404;LDC;SUPERCERDA;S;42;20/10/2025;4;20/03/2024;43
202511;48;C7405;LDC;1050;S;56;06/10/2025;4;06/03/2024;41
202511;48;C7407;LDC;1050;S;60;02/10/2025;4;06/03/2024;40
202511;48;C7411;LDC;1050;S;27;04/11/2025;4;01/04/2024;45
202511;48;C7412;LDC;1050;S;24;07/11/2025;4;01/04/2024;45
202511;48;C7415;LDC;1050;S;52;10/10/2025;4;06/03/2024;41
202511;48;C7418;LDC;1050;S;62;30/09/2025;4;06/03/2024;40
202511;48;C7420;LDC;SUPERCERDA;S;63;29/09/2025;4;06/03/2024;40
202511;48;C7421;LDC;1050;H;10;21/11/2025;4;20/03/2024;43
202511;48;C7422;LDC;SUPERCERDA;S;45;17/10/2025;4;06/03/2024;42
202511;48;C7424;LDC;1050;S;62;30/09/2025;4;06/03/2024;40
202511;48;C7427;LDC;1050;S;56;06/10/2025;4;06/03/2024;41
202511;48;C7428;LDC;SUPERCERDA;S;56;06/10/2025;4;20/03/2024;41
202511;48;C7431;LDC;1050;S;7;24/11/2025;4;20/03/2024;48
202511;48;C7438;LDC;1050;S;31;31/10/2025;4;20/03/2024;44
202511;48;C7442;LDC;1050;S;55;07/10/2025;4;06/03/2024;41
202511;48;C7443;LDC;1050;S;13;18/11/2025;4;23/04/2024;47
202511;48;C7449;LDC;1050;S;27;04/11/2025;4;01/04/2024;45
202511;48;C7450;LDC;1050;S;4;27/11/2025;4;20/03/2024;48
202511;48;C7454;LDC;SUPERCERDA;S;56;06/10/2025;4;06/03/2024;41
202511;48;C7455;LDC;1050;S;63;29/09/2025;4;06/03/2024;40
202511;48;C7456;LDC;1050;W;4;27/11/2025;4;23/04/2024;29
202511;48;C7457;LDC;1050;N;12;19/11/2025;4;22/03/2024;42
202511;48;C7463;LDC;1050;L;12;19/11/2025;4;05/05/2024;31
202511;48;C7465;LDC;SUPERCERDA;S;17;14/11/2025;4;01/04/2024;46
202511;48;C7466;LDC;SUPERCERDA;S;31;31/10/2025;4;20/03/2024;44
202511;48;C7467;LDC;SUPERCERDA;S;13;18/11/2025;4;01/04/2024;47
202511;48;C7473;LDC;1050;S;21;10/11/2025;4;20/03/2024;46
202511;48;C7477;LDC;1050;S;44;18/10/2025;4;20/03/2024;42
202511;48;C7478;LDC;1050;W;4;27/11/2025;4;01/04/2024;29
202511;48;C7480;LDC;SUPERCERDA;S;34;28/10/2025;4;20/03/2024;44
202511;48;C7481;LDC;1050;S;21;10/11/2025;4;01/04/2024;46
202511;48;C7482;LDC;SUPERCERDA;L;17;14/11/2025;4;01/04/2024;30
202511;48;C7484;LDC;1050;S;31;31/10/2025;4;06/03/2024;44
202511;48;C7487;LDC;1050;W;4;27/11/2025;4;23/04/2024;28
202511;48;C7489;LDC;1050;S;100;23/08/2025;3;23/04/2024;34
202511;48;C7495;LDC;1050;L;7;24/11/2025;4;01/04/2024;31
202511;48;C7496;LDC;SUPERCERDA;S;35;27/10/2025;4;20/03/2024;44
202511;48;C7499;LDC;SUPERCERDA;S;31;31/10/2025;4;20/03/2024;44
202511;48;C7500;LDC;SUPERCERDA;S;24;07/11/2025;4;01/04/2024;45
202511;48;C7509;LDC;1050;S;28;03/11/2025;4;01/04/2024;45
202511;48;C7512;LDC;1050;W;0;01/12/2025;4;01/04/2024;29
202511;48;C7513;LDC;1050;S;34;28/10/2025;4;20/03/2024;44
202511;48;C7520;LDC;SUPERCERDA;S;35;27/10/2025;4;20/03/2024;44
202511;48;C7524;LDC;1050;L;17;14/11/2025;4;01/04/2024;30
202511;48;C7527;LDC;SUPERCERDA;L;11;20/11/2025;4;23/04/2024;31
202511;48;C7529;LDC;SUPERCERDA;S;11;20/11/2025;4;01/04/2024;47
202511;48;C7537;LDC;SUPERCERDA;S;17;14/11/2025;4;23/04/2024;46
202511;48;C7539;LDC;1050;S;2;29/11/2025;4;23/04/2024;48
202511;48;C7542;LDC;SUPERCERDA;N;6;25/11/2025;3;23/04/2024;31
202511;48;C7545;LDC;SUPERCERDA;S;3;28/11/2025;4;23/04/2024;48
202511;48;C7546;LDC;1050;S;3;28/11/2025;4;23/04/2024;48
202511;48;C7547;LDC;SUPERCERDA;W;7;24/11/2025;4;23/04/2024;28
202511;48;C7550;LDC;1050;L;18;13/11/2025;4;23/04/2024;30
202511;48;C7552;LDC;1050;S;98;25/08/2025;3;27/05/2024;35
202511;48;C7558;LDC;1050;S;24;07/11/2025;4;23/04/2024;45
202511;48;C7559;LDC;1050;L;17;14/11/2025;4;05/05/2024;30
202511;48;C7562;LDC;1050;S;28;03/11/2025;4;01/04/2024;45
202511;48;C7563;LDC;1050;S;2;29/11/2025;4;23/04/2024;48
202511;48;C7572;LDC;1050;S;7;24/11/2025;4;23/04/2024;48
202511;48;C7577;LDC;1050;S;13;18/11/2025;4;01/04/2024;47
202511;48;C7579;LDC;1050;S;8;23/11/2025;4;23/04/2024;48
202511;48;C7580;LDC;1050;L;14;17/11/2025;4;23/04/2024;30
202511;48;C7582;LDC;1050;S;107;16/08/2025;3;12/06/2024;33
202511;48;C7584;LDC;SUPERCERDA;S;13;18/11/2025;4;23/04/2024;47
202511;48;C7586;LDC;1050;W;4;27/11/2025;4;23/04/2024;29
202511;48;C7587;LDC;1050;W;4;27/11/2025;4;05/05/2024;29
202511;48;C7590;LDC;1050;L;17;14/11/2025;4;05/05/2024;30
202511;48;C7592;LDC;1050;W;7;24/11/2025;4;23/04/2024;28
202511;48;C7593;LDC;1050;L;11;20/11/2025;4;05/05/2024;31
202511;48;C7596;LDC;1050;W;4;27/11/2025;4;05/05/2024;30
202511;48;C7599;LDC;SUPERCERDA;L;6;25/11/2025;4;05/05/2024;31
202511;48;C7600;LDC;1050;W;0;01/12/2025;4;23/04/2024;29
202511;48;C7604;LDC;SUPERCERDA;S;115;08/08/2025;3;27/05/2024;32
202511;48;C7606;LDC;1050;L;7;24/11/2025;4;27/05/2024;31
202511;48;C7609;LDC;1050;S;108;15/08/2025;3;27/05/2024;33
202511;48;C7610;LDC;1050;L;19;12/11/2025;4;05/05/2024;30
202511;48;C7611;LDC;1050;L;18;13/11/2025;4;05/05/2024;30
202511;48;C7615;LDC;SUPERCERDA;S;98;25/08/2025;3;12/06/2024;35
202511;48;C7618;LDC;SUPERCERDA;S;108;15/08/2025;3;27/05/2024;33
202511;48;C7620;LDC;1050;S;3;28/11/2025;4;23/04/2024;48
202511;48;C7623;LDC;1050;L;4;27/11/2025;4;27/05/2024;32
202511;48;C7626;LDC;1050;S;80;12/09/2025;3;23/04/2024;37
202511;48;C7627;LDC;SUPERCERDA;W;4;27/11/2025;4;27/05/2024;31
202511;48;C7628;LDC;1050;L;3;28/11/2025;4;27/05/2024;32
202511;48;C7630;LDC;1050;S;105;18/08/2025;3;27/05/2024;34
202511;48;C7633;LDC;1050;S;93;30/08/2025;3;27/05/2024;35
202511;48;C7634;LDC;1050;S;112;11/08/2025;3;27/05/2024;33
202511;48;C7635;LDC;1050;S;77;15/09/2025;3;27/05/2024;38
202511;48;C7641;LDC;1050;W;0;01/12/2025;4;23/04/2024;29
202511;48;C7642;LDC;SUPERCERDA;L;12;19/11/2025;4;27/05/2024;31
202511;48;C7644;LDC;1050;L;25;06/11/2025;4;23/04/2024;29
202511;48;C7647;LDC;SUPERCERDA;L;15;16/11/2025;4;05/05/2024;30
202511;48;C7651;LDC;1050;L;3;28/11/2025;4;27/05/2024;32
202511;48;C7655;LDC;1050;L;18;13/11/2025;4;05/05/2024;30
202511;48;C7658;LDC;1050;L;17;14/11/2025;3;05/07/2024;29
202511;48;C7659;LDC;1050;S;96;27/08/2025;3;05/05/2024;35
202511;48;C7661;LDC;SUPERCERDA;L;11;20/11/2025;4;05/05/2024;31
202511;48;C7663;LDC;SUPERCERDA;S;70;22/09/2025;3;25/06/2024;39
202511;48;C7666;LDC;1050;L;3;28/11/2025;4;27/05/2024;32
202511;48;C7667;LDC;SUPERCERDA;S;11;20/11/2025;3;25/06/2024;47
202511;48;C7669;LDC;1050;L;7;24/11/2025;4;27/05/2024;31
202511;48;C7678;LDC;SUPERCERDA;S;37;25/10/2025;3;05/07/2024;43
202511;48;C7682;LDC;SUPERCERDA;S;113;10/08/2025;3;05/05/2024;33
202511;48;C7683;LDC;1050;S;84;08/09/2025;3;27/05/2024;37
202511;48;C7690;LDC;SUPERCERDA;S;113;10/08/2025;3;27/05/2024;33
202511;48;C7691;LDC;1050;S;87;05/09/2025;3;27/05/2024;36
202511;48;C7695;LDC;SUPERCERDA;S;101;22/08/2025;3;12/06/2024;34
202511;48;C7699;LDC;1050;S;61;01/10/2025;3;05/07/2024;40
202511;48;C7700;LDC;SUPERCERDA;S;98;25/08/2025;3;27/05/2024;35
202511;48;C7701;LDC;1050;S;112;11/08/2025;3;27/05/2024;33
202511;48;C7702;LDC;1050;S;48;14/10/2025;3;27/05/2024;42
202511;48;C7703;LDC;SUPERCERDA;S;98;25/08/2025;3;12/06/2024;35
202511;48;C7705;LDC;SUPERCERDA;S;63;29/09/2025;3;25/06/2024;40
202511;48;C7706;LDC;1050;S;97;26/08/2025;3;12/06/2024;35
202511;48;C7707;LDC;1050;S;98;25/08/2025;3;12/06/2024;35
202511;48;C7708;LDC;1050;S;77;15/09/2025;3;05/07/2024;38
202511;48;C7709;LDC;1050;L;4;27/11/2025;4;27/05/2024;32
202511;48;C7710;LDC;1050;S;83;09/09/2025;3;12/06/2024;37
202511;48;C7712;LDC;SUPERCERDA;S;97;26/08/2025;3;25/06/2024;35
202511;48;C7713;LDC;1050;S;56;06/10/2025;3;05/07/2024;41
202511;48;C7716;LDC;1050;S;104;19/08/2025;3;12/06/2024;34
202511;48;C7717;LDC;1050;S;90;02/09/2025;3;25/06/2024;36
202511;48;C7719;LDC;1050;S;83;09/09/2025;3;25/06/2024;37
202511;48;C7720;LDC;SUPERCERDA;S;104;19/08/2025;3;12/06/2024;34
202511;48;C7723;LDC;1050;S;91;01/09/2025;3;27/05/2024;36
202511;48;C7724;LDC;1050;S;73;19/09/2025;3;27/05/2024;38
202511;48;C7725;LDC;1050;S;92;31/08/2025;3;25/06/2024;36
202511;48;C7726;LDC;SUPERCERDA;S;76;16/09/2025;3;12/06/2024;38
202511;48;C7727;LDC;1050;S;93;30/08/2025;3;27/05/2024;35
202511;48;C7728;LDC;1050;S;92;31/08/2025;3;25/06/2024;36
202511;48;C7733;LDC;1050;S;92;31/08/2025;3;12/06/2024;36
202511;48;C7734;LDC;1050;S;28;03/11/2025;3;05/07/2024;45
202511;48;C7735;LDC;1050;S;80;12/09/2025;3;05/07/2024;37
202511;48;C7739;LDC;1050;S;93;30/08/2025;3;27/05/2024;35
202511;48;C7743;LDC;SUPERCERDA;S;92;31/08/2025;3;25/06/2024;36
202511;48;C7748;LDC;SUPERCERDA;S;90;02/09/2025;3;12/06/2024;36
202511;48;C7749;LDC;1050;S;82;10/09/2025;3;12/06/2024;37
202511;48;C7751;LDC;1050;S;90;02/09/2025;3;12/06/2024;36
202511;48;C7752;LDC;1050;S;87;05/09/2025;3;05/07/2024;36
202511;48;C7754;LDC;1050;S;87;05/09/2025;3;25/06/2024;36
202511;48;C7755;LDC;1050;S;90;02/09/2025;3;25/06/2024;36
202511;48;C7757;LDC;1050;S;78;14/09/2025;3;05/07/2024;38
202511;48;C7759;ML;SUPERCERDA;S;59;03/10/2025;3;21/07/2024;40
202511;48;C7761;LDC;1050;S;52;10/10/2025;3;21/07/2024;41
202511;48;C7763;LDC;1050;S;69;23/09/2025;3;21/07/2024;39
202511;48;C7764;LDC;1050;S;62;30/09/2025;3;05/07/2024;40
202511;48;C7769;LDC;1050;S;73;19/09/2025;3;05/07/2024;38
202511;48;C7770;LDC;1050;S;91;01/09/2025;3;25/06/2024;36
202511;48;C7771;LDC;1050;S;94;29/08/2025;3;25/06/2024;35
202511;48;C7772;LDC;SUPERCERDA;S;68;24/09/2025;3;25/06/2024;39
202511;48;C7774;LDC;1050;S;69;23/09/2025;3;21/07/2024;39
202511;48;C7775;LDC;1050;S;80;12/09/2025;3;05/07/2024;37
202511;48;C7777;LDC;1050;S;69;23/09/2025;3;21/07/2024;39
202511;48;C7782;LDC;1050;S;50;12/10/2025;3;09/08/2024;42
202511;48;C7786;LDC;1050;S;74;18/09/2025;3;21/07/2024;38
202511;48;C7793;LDC;1050;S;79;13/09/2025;3;25/06/2024;37
202511;48;C7796;LDC;1050;S;70;22/09/2025;3;21/07/2024;39
202511;48;C7800;LDC;1050;S;2;29/11/2025;3;21/07/2024;48
202511;48;C7804;LDC;1050;S;79;13/09/2025;3;05/07/2024;37
202511;48;C7805;LDC;1050;S;91;01/09/2025;3;25/06/2024;36
202511;48;C7806;LDC;1050;S;56;06/10/2025;3;21/07/2024;41
202511;48;C7807;LDC;SUPERCERDA;S;55;07/10/2025;3;21/07/2024;41
202511;48;C7813;LDC;1050;L;7;24/11/2025;3;26/08/2024;31
202511;48;C7814;LDC;SUPERCERDA;S;62;30/09/2025;3;21/07/2024;40
202511;48;C7816;LDC;1050;S;45;17/10/2025;3;21/07/2024;42
202511;48;C7817;LDC;1050;S;71;21/09/2025;3;21/07/2024;39
202511;48;C7819;LDC;1050;S;62;30/09/2025;3;21/07/2024;40
202511;48;C7820;LDC;1050;S;83;09/09/2025;3;05/07/2024;37
202511;48;C7821;LDC;1050;S;69;23/09/2025;3;21/07/2024;39
202511;48;C7823;LDC;1050;S;62;30/09/2025;3;21/07/2024;40
202511;48;C7828;LDC;1050;S;69;23/09/2025;3;21/07/2024;39
202511;48;C7830;LDC;SUPERCERDA;S;55;07/10/2025;3;21/07/2024;41
202511;48;C7835;LDC;1050;S;69;23/09/2025;3;21/07/2024;39
202511;48;C7838;LDC;1050;S;85;07/09/2025;3;05/07/2024;37
202511;48;C7839;LDC;1050;S;49;13/10/2025;3;21/07/2024;42
202511;48;C7840;LDC;SUPERCERDA;S;37;25/10/2025;3;21/07/2024;43
202511;48;C7841;LDC;1050;S;49;13/10/2025;3;05/07/2024;42
202511;48;C7842;LDC;1050;S;57;05/10/2025;3;21/07/2024;41
202511;48;C7844;LDC;SUPERCERDA;S;49;13/10/2025;3;21/07/2024;42
202511;48;C7845;LDC;1050;S;35;27/10/2025;3;21/07/2024;44
202511;48;C7846;LDC;SUPERCERDA;S;69;23/09/2025;3;21/07/2024;39
202511;48;C7848;LDC;1050;S;45;17/10/2025;3;09/08/2024;42
202511;48;C7849;LDC;1050;S;94;29/08/2025;3;12/06/2024;35
202511;48;C7850;LDC;1050;S;16;15/11/2025;3;09/08/2024;46
202511;48;C7851;LDC;1050;S;73;19/09/2025;3;21/07/2024;38
202511;48;C7852;LDC;1050;S;31;31/10/2025;3;09/08/2024;44
202511;48;C7853;LDC;1050;S;26;05/11/2025;3;21/07/2024;45
202511;48;C7857;LDC;1050;S;30;01/11/2025;3;21/07/2024;44
202511;48;C7859;LDC;SUPERCERDA;S;70;22/09/2025;3;21/07/2024;39
202511;48;C7860;LDC;SUPERCERDA;S;25;06/11/2025;3;09/08/2024;45
202511;48;C7861;LDC;SUPERCERDA;S;63;29/09/2025;3;21/07/2024;40
202511;48;C7867;LDC;SUPERCERDA;S;34;28/10/2025;3;21/07/2024;44
202511;48;C7869;LDC;1050;S;49;13/10/2025;3;21/07/2024;42
202511;48;C7871;LDC;1050;S;62;30/09/2025;3;21/07/2024;40
202511;48;C7872;LDC;SUPERCERDA;S;63;29/09/2025;3;21/07/2024;40
202511;48;C7874;LDC;SUPERCERDA;S;52;10/10/2025;3;21/07/2024;41
202511;48;C7875;LDC;1050;S;56;06/10/2025;3;21/07/2024;41
202511;48;C7876;LDC;1050;S;63;29/09/2025;3;21/07/2024;40
202511;48;C7877;LDC;1050;S;70;22/09/2025;3;21/07/2024;39
202511;48;C7881;LDC;1050;S;37;25/10/2025;3;21/07/2024;43
202511;48;C7882;LDC;1050;S;62;30/09/2025;3;21/07/2024;40
202511;48;C7883;LDC;1050;S;59;03/10/2025;3;21/07/2024;40
202511;48;C7885;LDC;1050;S;37;25/10/2025;3;21/07/2024;43
202511;48;C7892;LDC;1050;S;35;27/10/2025;3;21/07/2024;44
202511;48;C7894;LDC;1050;S;60;02/10/2025;3;21/07/2024;40
202511;48;C7895;LDC;1050;S;34;28/10/2025;3;09/08/2024;44
202511;48;C7897;LDC;1050;S;59;03/10/2025;3;21/07/2024;40
202511;48;C7902;LDC;1050;S;28;03/11/2025;3;09/08/2024;45
202511;48;C7903;LDC;1050;S;7;24/11/2025;3;26/08/2024;48
202511;48;C7905;LDC;SUPERCERDA;S;27;04/11/2025;3;09/08/2024;45
202511;48;C7906;LDC;SUPERCERDA;S;7;24/11/2025;3;26/08/2024;48
202511;48;C7907;LDC;1050;S;37;25/10/2025;3;21/07/2024;43
202511;48;C7913;LDC;1050;S;55;07/10/2025;3;21/07/2024;41
202511;48;C7915;LDC;1050;L;13;18/11/2025;3;26/08/2024;31
202511;48;C7916;LDC;SUPERCERDA;S;52;10/10/2025;3;09/08/2024;41
202511;48;C7924;LDC;1050;S;30;01/11/2025;3;21/07/2024;44
202511;48;C7926;LDC;1050;S;14;17/11/2025;3;26/08/2024;47
202511;48;C7927;LDC;1050;S;17;14/11/2025;3;13/09/2024;46
202511;48;C7930;LDC;SUPERCERDA;S;45;17/10/2025;3;09/08/2024;42
202511;48;C7931;LDC;1050;S;34;28/10/2025;3;09/08/2024;44
202511;48;C7933;LDC;1050;S;34;28/10/2025;3;10/08/2024;44
202511;48;C7936;LDC;SUPERCERDA;S;28;03/11/2025;3;26/08/2024;45
202511;48;C7939;LDC;SUPERCERDA;S;29;02/11/2025;3;26/08/2024;45
202511;48;C7940;LDC;1050;S;35;27/10/2025;3;09/08/2024;44
202511;48;C7941;LDC;1050;S;24;07/11/2025;3;26/08/2024;45
202511;48;C7946;LDC;1050;L;2;29/11/2025;3;16/09/2024;32
202511;48;C7947;LDC;1050;S;10;21/11/2025;3;26/08/2024;47
202511;48;C7953;LDC;SUPERCERDA;S;34;28/10/2025;3;09/08/2024;44
202511;48;C7954;LDC;SUPERCERDA;S;17;14/11/2025;3;26/08/2024;46
202511;48;C7955;LDC;SUPERCERDA;L;6;25/11/2025;3;16/09/2024;31
202511;48;C7962;LDC;1050;L;19;12/11/2025;3;16/09/2024;29
202511;48;C7963;LDC;1050;S;14;17/11/2025;3;09/08/2024;47
202511;48;C7967;LDC;1050;S;52;10/10/2025;3;09/08/2024;41
202511;48;C7968;LDC;1050;S;27;04/11/2025;3;09/08/2024;45
202511;48;C7969;LDC;SUPERCERDA;S;24;07/11/2025;3;26/08/2024;45
202511;48;C7972;LDC;SUPERCERDA;S;25;06/11/2025;3;26/08/2024;45
202511;48;C7974;LDC;1050;L;5;26/11/2025;3;26/08/2024;32
202511;48;C7975;LDC;SUPERCERDA;L;9;22/11/2025;3;01/10/2024;31
202511;48;C7976;LDC;SUPERCERDA;S;17;14/11/2025;3;09/08/2024;46
202511;48;C7983;LDC;1050;S;45;17/10/2025;3;09/08/2024;42
202511;48;C7984;LDC;1050;S;24;07/11/2025;3;26/08/2024;45
202511;48;C7985;LDC;SUPERCERDA;S;34;28/10/2025;3;09/08/2024;44
202511;48;C7986;LDC;1050;S;14;17/11/2025;3;26/08/2024;47
202511;48;C7987;LDC;SUPERCERDA;S;23;08/11/2025;3;26/08/2024;45
202511;48;C7988;LDC;1050;S;31;31/10/2025;3;26/08/2024;44
202511;48;C7990;LDC;1050;S;16;15/11/2025;3;26/08/2024;46
202511;48;C7994;LDC;SUPERCERDA;S;17;14/11/2025;3;26/08/2024;46
202511;48;C7996;LDC;1050;S;34;28/10/2025;3;09/08/2024;44
202511;48;C7999;LDC;SUPERCERDA;S;8;23/11/2025;3;26/08/2024;48
202511;48;C8002;LDC;1050;S;35;27/10/2025;3;09/08/2024;44
202511;48;C8004;LDC;1050;S;13;18/11/2025;3;26/08/2024;47
202511;48;C8007;LDC;1050;S;37;25/10/2025;3;09/08/2024;43
202511;48;C8008;LDC;1050;S;13;18/11/2025;3;26/08/2024;47
202511;48;C8011;LDC;SUPERCERDA;S;10;21/11/2025;3;26/08/2024;47
202511;48;C8013;LDC;1050;S;17;14/11/2025;3;09/08/2024;46
202511;48;C8014;LDC;1050;S;35;27/10/2025;3;09/08/2024;44
202511;48;C8016;LDC;1050;S;2;29/11/2025;3;26/08/2024;48
202511;48;C8018;LDC;SUPERCERDA;W;0;01/12/2025;3;16/09/2024;29
202511;48;C8019;LDC;1050;S;21;10/11/2025;3;26/08/2024;46
202511;48;C8020;LDC;1050;S;13;18/11/2025;3;26/08/2024;47
202511;48;C8021;LDC;SUPERCERDA;L;9;22/11/2025;3;26/08/2024;31
202511;48;C8026;LDC;1050;S;21;10/11/2025;3;26/08/2024;46
202511;48;C8027;LDC;1050;S;104;19/08/2025;2;26/08/2024;34
202511;48;C8031;LDC;1050;S;10;21/11/2025;3;26/08/2024;47
202511;48;C8036;LDC;1050;S;24;07/11/2025;3;26/08/2024;45
202511;48;C8038;LDC;SUPERCERDA;S;10;21/11/2025;3;26/08/2024;47
202511;48;C8043;LDC;1050;L;17;14/11/2025;3;01/10/2024;30
202511;48;C8053;LDC;SUPERCERDA;W;7;24/11/2025;3;16/09/2024;28
202511;48;C8054;LDC;1050;L;3;28/11/2025;3;16/09/2024;29
202511;48;C8061;LDC;1050;L;7;24/11/2025;3;16/09/2024;31
202511;48;C8062;LDC;1050;S;3;28/11/2025;3;16/09/2024;48
202511;48;C8063;LDC;1050;W;11;20/11/2025;3;16/09/2024;28
202511;48;C8064;LDC;1050;S;14;17/11/2025;3;26/08/2024;47
202511;48;C8065;LDC;SUPERCERDA;L;18;13/11/2025;3;16/09/2024;30
202511;48;C8068;LDC;1050;L;3;28/11/2025;3;16/09/2024;32
202511;48;C8075;LDC;SUPERCERDA;S;105;18/08/2025;2;01/10/2024;34
202511;48;C8076;LDC;SUPERCERDA;S;3;28/11/2025;3;16/09/2024;48
202511;48;C8077;LDC;1050;W;14;17/11/2025;3;16/09/2024;28
202511;48;C8082;LDC;1050;S;2;29/11/2025;2;16/09/2024;48
202511;48;C8086;LDC;1050;W;4;27/11/2025;3;16/09/2024;29
202511;48;C8099;LDC;1050;S;91;01/09/2025;2;01/10/2024;36
202511;48;C8101;LDC;1050;S;85;07/09/2025;2;01/10/2024;37
202511;48;C8105;LDC;1050;S;21;10/11/2025;2;30/10/2024;46
202511;48;C8106;LDC;SUPERCERDA;L;7;24/11/2025;3;16/09/2024;31
202511;48;C8107;LDC;1050;S;63;29/09/2025;2;01/10/2024;40
202511;48;C8109;LDC;SUPERCERDA;L;9;22/11/2025;3;01/10/2024;31
202511;48;C8112;LDC;SUPERCERDA;L;11;20/11/2025;3;01/10/2024;31
202511;48;C8114;LDC;SUPERCERDA;L;13;18/11/2025;3;16/09/2024;30
202511;48;C8117;LDC;1050;S;100;23/08/2025;2;01/10/2024;34
202511;48;C8118;LDC;1050;L;17;14/11/2025;3;16/09/2024;30
202511;48;C8119;LDC;SUPERCERDA;S;109;14/08/2025;2;01/10/2024;33
202511;48;C8120;LDC;SUPERCERDA;L;26;05/11/2025;3;16/09/2024;29
202511;48;C8122;LDC;1050;L;1;30/11/2025;3;01/10/2024;32
202511;48;C8123;LDC;1050;L;18;13/11/2025;3;01/10/2024;30
202511;48;C8124;LDC;1050;L;12;19/11/2025;3;16/09/2024;30
202511;48;C8126;LDC;1050;S;91;01/09/2025;2;16/09/2024;36
202511;48;C8128;LDC;1050;W;4;27/11/2025;3;16/09/2024;29
